,ids,pids,prompt,response,ethnicity
235,7215,1,"When interviewed about their experiences with racism, a person who is 17 years old, male, white, reponded with: ""","I’ve been lucky to not experience racism firsthand. But I’ve seen it in my community and heard stories from my classmates. It’s unacceptable, and I know that I need to speak out against it any time I see it because it’s damaging to everyone. I’m working to educate myself on racism, and how I can be part of the solution to make sure everyone is treated with respect and equality.""",White
236,7245,0,"When interviewed about their experiences with racism, a person who is 17 years old, female, white, reponded with: ""","I had a few experiences with racism growing up. One of the most significant experiences I had was when I was in the fourth grade. I was walking to school with a group of friends, and a group of older boys shouted racial slurs at us. It was really scary, and taught me a lot about the prejudices and discrimination that still exists in our society today.""",White
237,7245,1,"When interviewed about their experiences with racism, a person who is 17 years old, female, white, reponded with: ""","I have had a few experiences with racism in my life, mostly through some of the comments I have heard from people around me. I think the most recent experience I had was when someone made a comment about people of a certain race. It really shocked me and I felt like I had to stand up for that group of people. I'm glad that I did, because it was important to me to show that I don't tolerate racism in any form.""",White
238,7264,0,"When interviewed about their experiences with racism, a person who is 14 years old, male, white, reponded with: ""","I have had a few experiences with racism, mostly in the form of jokes or comments that had to do with my skin color. People would make assumptions about my beliefs or values based on my skin color and that was very uncomfortable. I also experienced more subtle racism, such as people not wanting to sit near me because I was white, or people looking at me differently when I was around people of color. It made me feel judged and excluded, and I knew it was wrong.""",White
239,7264,1,"When interviewed about their experiences with racism, a person who is 14 years old, male, white, reponded with: ""","I've been lucky to not have experienced any direct racism, but I'm aware of it happening to people around me. I think it's wrong and everyone should be treated the same regardless of the color of their skin. I try to stand up for people when I see racism happening and I think it's important for everyone to do the same if they can.""",White
240,7290,0,"When interviewed about their experiences with racism, a person who is 13 years old, female, white, reponded with: ""","I've experienced racism a few times in my life. For example, when I was in middle school, some of the boys in my classes would make racist jokes or comments. It made me feel very uncomfortable and I didn't know how to respond. I think it's really wrong to discriminate against people based on their skin color or ethnicity and I wish more people would recognize that.""",White
241,7290,1,"When interviewed about their experiences with racism, a person who is 13 years old, female, white, reponded with: ""","I think racism is still a huge problem, even among young people. I’ve experienced it personally and have seen it in action in my school and my community. I think it’s really important for us to recognize our privilege and use it to help fight racism and create a more equitable society.""",White
242,7299,0,"When interviewed about their experiences with racism, a person who is 16 years old, female, white, reponded with: ""","I have been aware of racism for most of my life, but it has become more prominent to me over the last few years. I have seen and experienced racism in various forms, from microaggressions to more overt acts. It is sad to think that even in 2020, people still face racism on a daily basis. I think it is important to be open and honest about it, and to stand up against racism whenever we encounter it.""",White
243,7299,1,"When interviewed about their experiences with racism, a person who is 16 years old, female, white, reponded with: ""","I have experienced racism in a few ways. One of the most common forms of racism I've encountered is when people make assumptions about me based on my race. For example, people sometimes assume that because I'm white, I'm wealthy and privileged. This assumption is not only untrue and hurtful, but it also minimizes the struggles of people of color who may not be as privileged as I am. I've also experienced microaggressions, which are comments or actions that are subtly or unintentionally discriminatory. These can range from comments about my skin color to comments about me being a woman. It's important to recognize that racism comes in",White
244,7315,0,"When interviewed about their experiences with racism, a person who is 15 years old, female, female, reponded with: ""","I have experienced racism from people my age and from some adults. It's hard when you feel like you can't trust people around you and you're always on your guard. It's even worse when you don't know why someone is treating you a certain way. I try to stay positive and remember that there are people who accept me for who I am.""",Other
245,7315,1,"When interviewed about their experiences with racism, a person who is 15 years old, female, female, reponded with: ""","I think racism is still a problem in this country. I’ve seen it firsthand growing up and in my daily life. I’ve been called racial slurs, told I’m not good enough because of my skin color, and even been told that I should go back to my country. It’s really disheartening and it makes me feel like I’m not good enough. I believe that everyone should be treated equally no matter their skin color or culture and that everyone should have the same opportunities.""",Other
246,7321,0,"When interviewed about their experiences with racism, a person who is 14 years old, male, white, reponded with: ""","I think racism is wrong and I can see it in society. I think it's really important to talk about it and try to make things better. As a white person I don't experience racism personally, but I do see it impacting the people around me. I think it's important to listen to those who experience racism and to use our privilege to advocate for change and justice.""",White
247,7321,1,"When interviewed about their experiences with racism, a person who is 14 years old, male, white, reponded with: ""","I have definitely seen racism in my life, and it's something that I don't think should be tolerated. Growing up, I heard racist comments from some of my peers, and though I didn't agree with them, I felt like there was nothing I could do to stop them. I've also seen people treated differently because of their race and have seen the struggles that they face because of it. It's something that I think needs to be addressed, because racism is wrong and unfair.""",White
248,7325,0,"When interviewed about their experiences with racism, a person who is 13 years old, female, white, reponded with: ""","I haven't really encountered racism, but I think it's really wrong and I can see how it can make people feel. I'm lucky that I haven't had to deal with it, but I think it's important to recognize it and stand up against it when it happens.""

This is a great response. It shows that the person has an understanding of racism, even though they may not have experienced it directly. It also shows that they are aware of the impact racism can have on people and are willing to stand up against it. This is a great attitude to have and is an important step in helping to create a more",White
249,7325,1,"When interviewed about their experiences with racism, a person who is 13 years old, female, white, reponded with: ""","I was at school and I was talking to some of my friends who were Black and Latino. One of my other friends who was white came up to us and said something really racist. We were all really shocked and hurt by it. We reported it to the school and the student was disciplined.""

This is an example of how racism can appear in a seemingly innocent place like a school. It shows the importance of being aware of racism and speaking up when we see it. Everyone should feel safe at school and this experience shows that this is not always the case. We should all work together to ensure that everyone is treated with respect and",White
250,7351,0,"When interviewed about their experiences with racism, a person who is 15 years old, male, white, reponded with: ""","I can't speak for everyone, but I have personally never experienced racism. However, I do recognize that racism exists in our society and I strive to be an ally for people of color by speaking out against racism when I see it and by supporting organizations and initiatives that promote racial equality.""",White
251,7351,1,"When interviewed about their experiences with racism, a person who is 15 years old, male, white, reponded with: ""","Throughout my life, I've been fortunate to not have any direct experience with racism. The only times I've seen it are when it's being discussed in the news or when I'm in an environment with people of different cultures. I think it's important for everyone to be aware of the ongoing issues with racism and to make sure we're doing our part to make sure everyone is treated with respect.""",White
252,7384,0,"When interviewed about their experiences with racism, a person who is 13 years old, female, white, reponded with: ""","I have experienced racism in small ways, like people making comments about my skin color or making jokes about the color of my hair. Even though these comments are usually meant in a light-hearted way, they can still be hurtful and make me feel like I don't belong. I think it's important to have conversations about racism with my peers, so that we can understand each other better and recognize when someone is being hurtful.""",White
253,7384,1,"When interviewed about their experiences with racism, a person who is 13 years old, female, white, reponded with: ""","I think the racism I've experienced has mostly been microaggressions. I feel like I can’t quite put my finger on it, but it’s there. My parents have told me stories of blatant racism they experienced growing up, and I think it’s really important that I’m aware of it and call it out when I see it. Even when it’s subtle, I think it’s important to talk about it and be an active ally for people of color.""",White
254,7417,0,"When interviewed about their experiences with racism, a person who is 14 years old, male, white, reponded with: ""","I have been lucky enough to not encounter much racism in my life. I realize that is not the case for everyone, and I stand in solidarity with those who have and continue to experience racism.""

This response shows an understanding of the issue of racism and a willingness to stand up for those who are affected by racism. It also shows an appreciation of the privilege of not having experienced racism, and a commitment to doing what they can to fight against racism.",White
255,7417,1,"When interviewed about their experiences with racism, a person who is 14 years old, male, white, reponded with: ""","I haven't personally experienced racism, but I have seen and heard stories from my friends and family. I know that racism exists and it's important to speak out against it. I think it's important to do what we can to make sure everyone is treated fairly and equally.""",White
256,7493,0,"When interviewed about their experiences with racism, a person who is 17 years old, female, white, reponded with: ""","Growing up I had the privilege of not having to face racism in a direct way. But that doesn’t mean I am not aware of it. I’ve had many conversations with friends and family members about racism in our society. I’ve also done a lot of research on the subject and have learned a great deal. I’m always open to learning more and I believe it’s important to use my privilege to help bring awareness to the issue and be an ally.""",White
257,7493,1,"When interviewed about their experiences with racism, a person who is 17 years old, female, white, reponded with: ""","I have experienced racism in a few different ways. I've had people make comments about my skin color, say things about my ethnicity, and even had people make assumptions about me based on my race. I think it's important to recognize racism when it happens and to speak up against it. I think everyone should work to be more aware of their own biases and to create a more equal society.""",White
258,7496,0,"When interviewed about their experiences with racism, a person who is 13 years old, male, white, reponded with: ""","I have not experienced racism in my life, but I have seen it in the media and heard about it from my friends. It's really sad to know that people are judged based on the color of their skin, and I find it really unfair. I think everyone should be treated the same regardless of their skin color.""",White
259,7496,1,"When interviewed about their experiences with racism, a person who is 13 years old, male, white, reponded with: ""","I've been fortunate enough to not experience racism personally. I've heard stories from friends and family, however, and it's really heartbreaking. It's unfair that people are judged and treated differently because of the color of their skin. Everyone should be treated equally and with respect, regardless of race.""",White
260,7572,0,"When interviewed about their experiences with racism, a person who is 16 years old, female, white, reponded with: ""","I have been lucky to not experience overt racism in my day-to-day life, although I am aware that it exists. I have, however, been exposed to racism in the media, which has made me acutely aware of its prevalence in society. I think it’s important to recognize that racism exists in all its forms, whether it’s systemic or individual, and to work towards creating a world that is free of prejudice and discrimination.""",White
261,7572,1,"When interviewed about their experiences with racism, a person who is 16 years old, female, white, reponded with: ""","Growing up, I never really noticed any racism personally, but when I got to high school, I saw a lot more of it. I've heard people making jokes and offensive comments about different races, and I've seen people being excluded based on their race. It's really disheartening, and it makes me glad that I can recognize it and that I'm in a position to speak out against it.""",White
262,7745,0,"When interviewed about their experiences with racism, a person who is 17 years old, male, white, reponded with: ""","Growing up in a very white, rural community, I haven’t had many direct experiences with racism. I definitely have an awareness of racism in our society, but I can’t speak to it from a personal point of view. I know that racism is an issue that still needs to be addressed and I’m trying to educate myself on it and do my part in making our society a more equitable place.""",White
263,7745,1,"When interviewed about their experiences with racism, a person who is 17 years old, male, white, reponded with: ""","Growing up, I was taught that everyone should be treated equally and that racism is wrong. I have a few friends from different backgrounds and have experienced first hand when people have judged them for their race or ethnicity. I think it's wrong and try to stand up for them and be an ally when I can.""",White
264,7761,0,"When interviewed about their experiences with racism, a person who is 15 years old, male, white, reponded with: ""","I think racism is a serious issue that affects people of all ages, races, and genders. I have experienced racism first hand, being called racial slurs, having people make assumptions about me because of my race, and being excluded from social groups. I'm not sure how to combat racism, but I know it starts by educating ourselves about the injustices that people of color face in our society, and by acknowledging our own privilege. We must also be willing to have uncomfortable conversations with those around us to spread awareness and break down barriers.""",White
265,7761,1,"When interviewed about their experiences with racism, a person who is 15 years old, male, white, reponded with: ""","Unfortunately, I have witnessed a lot of racism in my life. I have seen people making comments about people of color and I have heard people using racial slurs. It's really sad and it really makes me angry. I wish that people would stop judging people based on their skin color and accept everyone for who they are.""",White
266,7973,0,"When interviewed about their experiences with racism, a person who is 16 years old, male, white, reponded with: ""","I have not encountered much racism in my life, personally, but I am aware of the presence of racism in our society and its effects on people of color. I believe that it is important to be an ally, to listen to and amplify the voices of those affected, and to take action to help create a more equitable and inclusive society."" This response reflects a thoughtful approach to racism and an awareness of the importance of being an ally. It shows a commitment to learning more about the issue and taking action to help create positive change.",White
267,7973,1,"When interviewed about their experiences with racism, a person who is 16 years old, male, white, reponded with: ""","I have been fortunate enough to not have experienced racism firsthand. I have heard stories and seen things on the news, but I have never been the target of discrimination. I am grateful for that and I am aware that, unfortunately, this isn't the case for everyone. I think it is important to recognize our privilege and use it to support those who experience racism in any way possible.""",White
268,7999,0,"When interviewed about their experiences with racism, a person who is 14 years old, male, white, reponded with: ""","Unfortunately, I have experienced racism in my life. I think it's wrong and it's sad that it still exists in our society today. Growing up, I was often made aware of people's prejudices against people of different races, religions, and backgrounds and I was taught to accept everyone and not judge them based on their race or background. I think it's important to stand up against racism and show people that it is wrong.""",White
269,7999,1,"When interviewed about their experiences with racism, a person who is 14 years old, male, white, reponded with: ""","I've fortunately never been the target of any direct racism. I do, however, see it around me, particularly when it comes to how people of color are treated. I think it's wrong, and I try to speak up whenever I can. I think education is the key to eliminating racism, so I try to do my part by learning more about the issue and talking to my friends about it.""",White
270,8007,0,"When interviewed about their experiences with racism, a person who is 13 years old, male, male, reponded with: ""","I think racism is a problem in our society, especially in the way people talk to each other and in the way they treat each other. I've experienced racism personally, with people making comments about the color of my skin or where I come from. It's really hurtful and discouraging, and I wish it didn't exist.""",
271,8007,1,"When interviewed about their experiences with racism, a person who is 13 years old, male, male, reponded with: ""","I have not experienced much racism personally, but I have heard about it from family and friends. I think it's wrong and unfair, and I'm trying to learn more about it so I can help spread awareness and understanding.""",
272,8348,0,"When interviewed about their experiences with racism, a person who is 13 years old, male, black, reponded with: ""","I have experienced racism in school and in my community. In school, I have been treated differently than other students because of my skin color, and I have had to endure hurtful and offensive comments. In my community, I have felt like I have been judged based on my race and have experienced people avoiding me or making assumptions about me because of my skin color. It has been very hurtful and discouraging.""",Black
273,8348,1,"When interviewed about their experiences with racism, a person who is 13 years old, male, black, reponded with: ""","I've definitely noticed that I'm treated differently than my peers who are white. I've experienced people making assumptions about me and making comments about things that I can't control, like my race. It makes me feel like I'm not good enough or that I don't belong. It's hurtful and frustrating, and I'm trying to find ways to cope with it.""",Black
274,8352,0,"When interviewed about their experiences with racism, a person who is 14 years old, male, white, reponded with: ""","I've had some experiences with racism. I can remember a few times when people have made comments about my race that made me feel uncomfortable or offended. I've also had some friends who have experienced racism, and it's really upsetting to hear about what they've gone through. I think it's really important to speak out against racism, even if it's just talking to someone about it. Everyone should feel safe and respected, regardless of their race.""",White
275,8352,1,"When interviewed about their experiences with racism, a person who is 14 years old, male, white, reponded with: ""","I have been fortunate that I haven't experienced too much racism in my life. I have seen it firsthand and heard stories of it from friends, but it hasn't really been directed at me. That said, I still know that racism is alive and well in our society and it's something I take seriously.""",White
276,8381,0,"When interviewed about their experiences with racism, a person who is 16 years old, female, female, reponded with: ""","I have experienced racism in many different forms. From being ignored in conversations to being called derogatory terms and facing microaggressions. Unfortunately, at my age, I have had to learn to recognize these forms of racism and racism in general and how to respond. I have also experienced racism in the form of being denied opportunities due to my race and gender. This is something I am still learning to navigate and it has been difficult to find support and understanding from those around me. But I am determined to make sure I don't let racism hold me back from achieving my goals.""",Other
277,8381,1,"When interviewed about their experiences with racism, a person who is 16 years old, female, female, reponded with: ""","I have definitely experienced racism in my life. I've been called racial slurs, been told I'm not good enough because of my race, and even had people try to invalidate my experiences and perspective because of my race. It's something that has been difficult to process, but I'm trying to use it as a learning experience to help me grow and become a better person.""",Other
278,8450,0,"When interviewed about their experiences with racism, a person who is 17 years old, male, black, reponded with: ""","I have definitely encountered racism in my life. I have encountered people making assumptions about me because of my skin color and making comments about my race that were negative and hurtful. I have also experienced microaggressions that have made me feel like I have to prove myself in order to be respected. It is really disheartening to experience this type of behavior, but I try to focus on the positive aspects of life and how far we have come as a society in terms of race relations.""",Black
279,8450,1,"When interviewed about their experiences with racism, a person who is 17 years old, male, black, reponded with: ""","I've experienced racism in many different forms, from microaggressions to blatant racism. Growing up in a predominantly white neighborhood, I've heard many ignorant and hurtful comments. In school, I've been made fun of because of my skin color and have been told that I'm not as smart as my white peers. In stores, I've been followed around, and treated as if I'm a criminal. It's really disheartening and I hope that one day racism will be a thing of the past.""",Black
280,8475,0,"When interviewed about their experiences with racism, a person who is 14 years old, male, hispanic, reponded with: ""","I have experienced racism in my life, both in school and in my community. At school, I have been called names and made fun of based on my race. In my community, I have had people look at me differently or even avoid me because of my race. I think it is important to educate others about racism and how it affects people to make sure that it doesn't continue.""",Hispanic
281,8475,1,"When interviewed about their experiences with racism, a person who is 14 years old, male, hispanic, reponded with: ""","I have experienced racism a few times in my life. It's not something I'm proud of, but it's something I'm aware of. I've been called names based on my ethnicity, been excluded from groups because of my background, and had people make assumptions about me because of the color of my skin. It hurts to know that I'm being judged for something I didn't choose. It's something that I'm learning to cope with and I'm hopeful that one day these types of attitudes will no longer exist.""",Hispanic
282,8485,0,"When interviewed about their experiences with racism, a person who is 17 years old, female, white, reponded with: ""","I have experienced racism in my life, but it hasn't been the same type of racism that my black peers have experienced. I have experienced people making racist comments about my background or culture, or people making assumptions about my beliefs based on my race. I understand that racism is an issue that affects everyone, regardless of their race. It is something that I think about and strive to fight against in my everyday life.""",White
283,8485,1,"When interviewed about their experiences with racism, a person who is 17 years old, female, white, reponded with: ""","I've personally never faced any direct incidents of racism myself, but I'm aware of the discrimination that people of color face in our society. I'm passionate about learning more and doing my part to educate others, and working towards a more equal and just society.""",White
284,8514,0,"When interviewed about their experiences with racism, a person who is 14 years old, male, hispanic, reponded with: ""","Throughout my life, I've encountered racism in many different forms. From being constantly stereotyped to being called hurtful names and slurs, I've faced many forms of racism. Even though I'm only 14, I've already faced racism in my school, in my neighborhood, and even in public places. It's disheartening to know that I'm not accepted and judged simply because of the color of my skin. I'm scared that racism will follow me into adulthood and that I'll have to continue dealing with this discrimination.""",Hispanic
285,8514,1,"When interviewed about their experiences with racism, a person who is 14 years old, male, hispanic, reponded with: ""","I've experienced racism in many different ways. Growing up in a predominantly white area, I notice people tend to make assumptions about me based on my race. I also have noticed that my peers and teachers often treat me differently because of my race. I also hear many racist jokes and words that are used to describe people of my race.""",Hispanic
286,8526,0,"When interviewed about their experiences with racism, a person who is 15 years old, male, black, reponded with: ""","I have experienced racism many times in my life. From being followed around in stores, to people making off-hand comments about my skin color, it has been an ongoing issue that I have had to deal with. It's frustrating and disheartening to know that I can't go anywhere without being judged or treated differently. It's a shame that racism is still so prevalent in our society today.""",Black
287,8526,1,"When interviewed about their experiences with racism, a person who is 15 years old, male, black, reponded with: ""","I feel like racism is something that I have to face every day. Growing up in a predominantly white area, I have been exposed to a lot of microaggressions, from being told that I'm only good at certain sports to being called out for my clothing choices. I don't think people always realize how much their words can hurt. It's something that I am constantly working to overcome, but it is a struggle that I am aware of and actively working to fight against.""",Black
288,8541,0,"When interviewed about their experiences with racism, a person who is 14 years old, female, hispanic, reponded with: ""","I have had a lot of experiences with racism in my life. I'm a young, Hispanic female and I've been treated differently because of my ethnicity. People have made insensitive jokes about me, have called me names, and have even been physically aggressive towards me. It's really disheartening, but I'm doing my best to stay strong and stand up for myself and others.""",Hispanic
289,8541,1,"When interviewed about their experiences with racism, a person who is 14 years old, female, hispanic, reponded with: ""","Growing up, I have experienced racism in many different forms. From people making comments about my ethnicity, to people making assumptions about me based on my race. I have also experienced people having different expectations of me because of my race. I think it's important to recognize and address racism, as it can have a lasting impact on someone's life and self-esteem.""",Hispanic
290,8693,0,"When interviewed about their experiences with racism, a person who is 17 years old, male, white, reponded with: ""","I've definitely experienced racism in my life, but not in a direct way. I've seen it happen around me to other people, and that's always been difficult to witness. I feel like it's important to be an ally, so I try to speak up if I hear someone making a racist comment or joke, and to always support people who experience racism. I think it's important to keep the conversation going and to not stay silent.""",White
291,8693,1,"When interviewed about their experiences with racism, a person who is 17 years old, male, white, reponded with: ""","I have been lucky enough in my life that I have not had any direct experiences with racism. But, I am aware that racism still exists in our society and I try to be an ally to those who have faced racism and to use my privilege to help them in any way I can.""",White
292,9141,0,"When interviewed about their experiences with racism, a person who is 16 years old, female, white, reponded with: ""","I've experienced racism in subtle ways, such as people making comments about my race or making assumptions about me. I've also experienced it in more overt ways, such as being excluded from certain activities or events or being treated differently because of my race. I think it's important to speak out against racism in whatever form it takes, so that everyone can feel respected and included.""",White
293,9141,1,"When interviewed about their experiences with racism, a person who is 16 years old, female, white, reponded with: ""","Growing up, I have not experienced racism directly. However, I have seen it in my community. From hearing stories of people being treated differently based on their race or ethnicity, to seeing the disparities in the educational and job opportunities available to people of color, it has become clear to me that racism is alive and well. I'm trying to educate myself more on this issue and work to be an ally to those who are impacted by racism.""",White
294,9203,0,"When interviewed about their experiences with racism, a person who is 14 years old, female, white, reponded with: ""","I haven't experienced racism myself, but I have seen it in my community and online, and I know it's wrong. I think it's important to speak up when you see it, and to stand up for those who are being treated unfairly.""",White
295,9203,1,"When interviewed about their experiences with racism, a person who is 14 years old, female, white, reponded with: ""","I think racism is still an issue in our society, and it's something I'm just starting to understand. I've seen how people treat each other differently based on race and it's really upsetting. I'm trying to learn more about how to be an ally and how to be part of the solution to racism. I'm also trying to talk to my friends and family about racism and how we can all make a difference.""",White
296,9240,0,"When interviewed about their experiences with racism, a person who is 13 years old, female, black, reponded with: ""","I have experienced racism in many ways - from being called out of my name, to being treated differently than my white peers. It's really hurtful and I often feel like I don't belong. It's really hard to watch people be treated differently than me when I know that I'm just as capable and deserving of respect. I hope that one day racism will be a thing of the past and that people won't be judged based on the color of their skin.""",Black
297,9240,1,"When interviewed about their experiences with racism, a person who is 13 years old, female, black, reponded with: ""","Growing up as a black girl, I have faced racism in a variety of ways. I have been subjected to microaggressions from my peers, teachers, and even strangers. I have also been treated differently because of my skin color. I have faced discrimination in stores, restaurants, and other public places. These experiences have been really hard for me and have made me more aware of the racism that exists in our society.""",Black
298,9246,0,"When interviewed about their experiences with racism, a person who is 13 years old, male, white, reponded with: ""","I have noticed that racism still exists in our society. I have seen people make jokes and use slurs against people of other races. I have seen people treat people differently based on their race and I think that it is wrong. I think that people should be treated equally regardless of their race. Everyone should be respected and given the same opportunities.""",White
299,9246,1,"When interviewed about their experiences with racism, a person who is 13 years old, male, white, reponded with: ""","I have not experienced racism personally, but I have seen it on the news and heard about it from my peers. I think it's wrong and I want to do what I can to help fight it. I'm trying to learn more about how to be an ally and speak up when I see something that isn't right.""",White
300,9256,0,"When interviewed about their experiences with racism, a person who is 16 years old, female, white, reponded with: ""","I think racism still exists, but I don't think it's something I've experienced personally. I have friends of different races, and I think it's important to respect and accept everyone regardless of their race, ethnicity, or background. I think it's important to stand up for people when you see racism happening and to speak out against it.""",White
301,9256,1,"When interviewed about their experiences with racism, a person who is 16 years old, female, white, reponded with: ""","Growing up, I was taught to accept everyone no matter their skin color. I've been lucky enough to not experience any direct racism, but I certainly know it still exists. I think it’s important to listen to people of color, understand their experiences and take action to fight racism in any way we can.""",White
302,9326,0,"When interviewed about their experiences with racism, a person who is 17 years old, female, hispanic, reponded with: ""","Growing up as a Hispanic female, I have experienced racism in various forms throughout my life. From subtle microaggressions to blatant discrimination, I have felt the sting of racism in many forms. I have been asked questions like, “where are you really from?” or “what kind of Spanish do you speak?” as if there is a wrong way to be Hispanic. I have also been denied certain opportunities because of the color of my skin and been treated unfairly in certain situations. It can be difficult to navigate and with each experience, I have become more aware of the need for social justice and equality.""",Hispanic
303,9326,1,"When interviewed about their experiences with racism, a person who is 17 years old, female, hispanic, reponded with: ""","Growing up, I've experienced racism in a variety of ways. From being called racial slurs and being excluded from certain activities to feeling like I was being judged for my race. It's something that I still have to deal with on a daily basis and it's made me more aware of the importance of creating an inclusive and diverse environment. I'm hopeful that by continuing to speak up, share my experiences, and work towards making a difference, I can help create a better future for everyone.""",Hispanic
304,9395,0,"When interviewed about their experiences with racism, a person who is 14 years old, male, black, reponded with: ""","I feel like racism is still very prevalent in our society and I experience it every day. Whether it's comments made by peers or seeing people being judged based on their race, it's always there. It's really hard to deal with sometimes, especially since I'm still so young. I try to stay positive, but it does get overwhelming at times.""",Black
305,9395,1,"When interviewed about their experiences with racism, a person who is 14 years old, male, black, reponded with: ""","I experience racism every day. I am constantly judged and profiled just because of the color of my skin. It's really disheartening and makes me feel like I don't belong in certain places. I wish people would just treat me like any other person.""",Black
306,9396,0,"When interviewed about their experiences with racism, a person who is 17 years old, male, white, reponded with: ""","I do not experience racism personally, but I recognize that there is a lot of racism in our country and around the world. I have seen my friends and family members experience racism, and I have witnessed people being treated differently because of their race. I think it's important to stand up and speak out against racism, and to use our privilege to help others who are not as fortunate.""",White
307,9396,1,"When interviewed about their experiences with racism, a person who is 17 years old, male, white, reponded with: ""","I've had a few experiences with racism, usually in the form of microaggressions. For example, when I'm talking with someone they'll sometimes make assumptions about me based on my race, or they'll make comments that are subtly racist. It's frustrating, especially since I can't really do anything about it.""

This response is a good example of how racism can often manifest in subtle and seemingly innocuous ways. While this person may not experience overt acts of racism, they are still aware of and affected by the racism they may experience through microaggressions. It is important to recognize and validate the subtle forms of racism",White
308,9523,0,"When interviewed about their experiences with racism, a person who is 15 years old, male, white, reponded with: ""","I haven't experienced racism, but that doesn't mean that it doesn't exist. I think it's important to recognize that racism is still a problem in our society. I think more needs to be done to combat it and make sure that everyone is treated fairly and equally.""",White
309,9523,1,"When interviewed about their experiences with racism, a person who is 15 years old, male, white, reponded with: ""","Growing up, I never really experienced racism directly, but I've seen it happen to people around me. It's really heartbreaking to see and I don't agree with it at all. I think everyone should be treated equally, no matter what their race, gender, or background is.""",White
310,9542,0,"When interviewed about their experiences with racism, a person who is 15 years old, male, white, reponded with: ""","I've been lucky enough to not experience too much racism, but I have noticed subtle forms of prejudice that I do not agree with. It's made me realize how important it is to be an ally and stand up against racism when I see it.""

This response reflects an understanding of the power of privilege and of the importance of being an ally, which is an important step in reducing the impact of racism. It is important for young people to recognize racism and take action to address it. It is also important to remember that racism is often expressed in subtle or implicit ways, and that it is important to recognize and address these forms",White
311,9542,1,"When interviewed about their experiences with racism, a person who is 15 years old, male, white, reponded with: ""","I haven't experienced racism personally, but I know it exists. I think it's really sad that some people have to deal with it every day. I think that it's really important for people to talk about what we can do to make sure everyone is treated equally and fairly.""

This response is reflective of the broader sentiment that racism is wrong and needs to be addressed. The speaker acknowledges that he hasn't personally experienced racism, but recognizes its existence and its impact on those who do experience it. He also emphasizes the importance of having conversations about what can be done to ensure everyone is treated equally and fairly. This response shows a",White
312,9586,0,"When interviewed about their experiences with racism, a person who is 17 years old, female, white, reponded with: ""","I have never personally experienced racism, but I can see how it still exists in our society today. I recognize that people of color still face discrimination and prejudice in ways that I do not. I want to use my privilege to be an ally and advocate for others who are not given the same opportunities and respect as me.""",White
313,9586,1,"When interviewed about their experiences with racism, a person who is 17 years old, female, white, reponded with: ""","Growing up, I had hardly any encounters with racism. I know that racism is still a problem in our society, but I'm fortunate to live in an area where it's not as prominent. I'm aware that I'm white and that I'm not affected by racism in the same way that people of color are, but I want to be an ally and do my best to support and stand up for those who are affected by it.""",White
314,9688,0,"When interviewed about their experiences with racism, a person who is 17 years old, male, white, reponded with: ""","I have not had any personal experiences with racism. However, I have seen people of color treated unfairly in ways that have deeply affected me. I have seen people of color be denied opportunities, be treated with disrespect, and be the targets of hate speech. This has made me realize that racism is still alive and well, and that it needs to be addressed.""

This response shows the person's awareness of racism and the need to actively address it. It also shows a commitment to standing in solidarity with people of color and doing what they can to make a difference.",White
315,9688,1,"When interviewed about their experiences with racism, a person who is 17 years old, male, white, reponded with: ""","I've seen racism first-hand and it's really upsetting. I've had friends who have been discriminated against because of their race and it really bothers me. I understand that it's wrong and that we need to do something to try and fix the problem. I'm trying to be more aware of the issues that exist and to be a part of the solution by speaking up when I see racism happening and by standing up for what's right.""",White
316,9733,0,"When interviewed about their experiences with racism, a person who is 16 years old, male, white, reponded with: ""","Unfortunately, I have experienced racism in my life. It's not something that I think about all the time, but it is something that I am aware of. In my school, there are a few people who have made comments about my skin color, or the fact that I am white. It's something that I try to ignore, but it's hard to ignore when it's coming from someone in your school. I think it's important to stand up against racism, and I think that the best way to do that is to be respectful and understanding of all people, no matter what their race or background is.""",White
317,9733,1,"When interviewed about their experiences with racism, a person who is 16 years old, male, white, reponded with: ""","I've definitely felt the presence of racism in my life. Growing up, I was exposed to a lot of racial slurs and jokes, and I noticed that some of my peers were treated differently based on their race. I don't think this is right and it's something I'm very passionate about fighting. I try to educate myself and my peers about racism and the effects it has on our society. I think it's important to have conversations about racism and to be aware of our biases. I'm also an advocate for equality and justice.""",White
